Activity,Subject,tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tBodyAcc-std()-X,tBodyAcc-std()-Y,tBodyAcc-std()-Z,tGravityAcc-mean()-X,tGravityAcc-mean()-Y,tGravityAcc-mean()-Z,tGravityAcc-std()-X,tGravityAcc-std()-Y,tGravityAcc-std()-Z,tBodyAccJerk-mean()-X,tBodyAccJerk-mean()-Y,tBodyAccJerk-mean()-Z,tBodyAccJerk-std()-X,tBodyAccJerk-std()-Y,tBodyAccJerk-std()-Z,tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z,tBodyGyro-std()-X,tBodyGyro-std()-Y,tBodyGyro-std()-Z,tBodyGyroJerk-mean()-X,tBodyGyroJerk-mean()-Y,tBodyGyroJerk-mean()-Z,tBodyGyroJerk-std()-X,tBodyGyroJerk-std()-Y,tBodyGyroJerk-std()-Z,tBodyAccMag-mean(),tBodyAccMag-std(),tGravityAccMag-mean(),tGravityAccMag-std(),tBodyAccJerkMag-mean(),tBodyAccJerkMag-std(),tBodyGyroMag-mean(),tBodyGyroMag-std(),tBodyGyroJerkMag-mean(),tBodyGyroJerkMag-std(),fBodyAcc-mean()-X,fBodyAcc-mean()-Y,fBodyAcc-mean()-Z,fBodyAcc-std()-X,fBodyAcc-std()-Y,fBodyAcc-std()-Z,fBodyAccJerk-mean()-X,fBodyAccJerk-mean()-Y,fBodyAccJerk-mean()-Z,fBodyAccJerk-std()-X,fBodyAccJerk-std()-Y,fBodyAccJerk-std()-Z,fBodyGyro-mean()-X,fBodyGyro-mean()-Y,fBodyGyro-mean()-Z,fBodyGyro-std()-X,fBodyGyro-std()-Y,fBodyGyro-std()-Z,fBodyAccMag-mean(),fBodyAccMag-std(),fBodyBodyAccJerkMag-mean(),fBodyBodyAccJerkMag-std(),fBodyBodyGyroMag-mean(),fBodyBodyGyroMag-std(),fBodyBodyGyroJerkMag-mean(),fBodyBodyGyroJerkMag-std()
Walking,24,-0.302381321,-0.343338629,0.171672201,-0.086630205,-0.129985211,-0.449902783,0.013539741,0.110808834,-0.101104979,0.001995066,0.012505042,-0.018834654,-0.531587875,-0.871495939,-0.71034116,-0.787067612,-0.846129165,-0.768552192,-0.56244203,-0.453047552,-0.248201365,-0.196179582,0.067845461,0.122310556,0.051109846,0.009171472,0.084830208,0.051470742,-0.003636497,0.085185506,0.033508717,-0.13458996,-0.081230738,-0.113709631,-0.539772883,-0.572632799,-0.509842729,-0.628916302,-0.053097376,-0.035470816,0.079387959,-0.005760132,0.050897514,-0.030753942,-0.028231278,-0.025829591,-0.228134158,-0.291720479,-0.285862202,-0.469695114,-0.321569739,-0.438552044,-0.826101293,-0.780584121,-0.813188646,-0.878661993,-0.855063906,-0.855103241,-0.72906672,-0.724943483,-0.798940074,-0.838945359,-0.797028668,-0.833410655,-0.394167839,-0.423695407
Walking Upstairs,24,-0.234614476,-0.402924188,0.127679138,-0.084702356,-0.050344817,-0.189499244,0.044515856,0.030195942,0.0478075,0.101751691,0.05935946,-0.019614129,-0.560165905,-0.852687559,-0.892430444,-0.821255206,-0.899290981,-0.78439192,-0.562285702,-0.625429418,-0.430989355,-0.387350804,-0.065486696,-0.073189863,0.110072027,0.073749035,-0.059083752,0.022330224,0.077026636,0.121103467,-0.051315676,0.100529035,-0.050594905,-0.05850927,-0.499213611,-0.501998339,-0.277213203,-0.448959425,0.343337206,0.156861218,0.010276988,-0.079134741,-0.135088861,-0.064687226,-0.051037058,-0.152708965,-0.458087754,-0.438523923,-0.291304621,-0.352153782,-0.041123969,-0.199661283,-0.829702336,-0.850404249,-0.731437999,-0.796150188,-0.829886919,-0.930614075,-0.823468489,-0.817732622,-0.854433041,-0.888031666,-0.626289243,-0.633540831,-0.473342246,-0.530875773
Walking downstairs,24,-0.105258519,-0.322815347,0.057506758,-0.109266828,-0.082187165,-0.276159166,-0.070460835,-0.002750237,-0.047082507,-0.064823316,-0.061435595,-0.015827714,-0.719591496,-0.613815685,-0.717932792,-0.893718048,-0.830790694,-0.677356582,-0.397195697,-0.405152091,-0.31163355,-0.242952758,-0.134055031,-0.081049635,0.088985637,0.053660596,0.059139996,0.054700413,-0.008866994,0.086846937,-0.052746275,-0.145582227,0.0376738,-0.17134038,-0.413750419,-0.377027733,-0.529242514,-0.144959129,-0.184459343,0.080755952,0.010785107,-0.009297438,-0.115471144,-0.100087464,-0.036152012,0.042266629,-0.231387748,-0.310217498,-0.259865621,-0.419111601,-0.400463084,-0.318097602,-0.69226261,-0.771253543,-0.791848716,-0.791270709,-0.782245417,-0.79355234,-0.781237878,-0.650736326,-0.804446588,-0.758937075,-0.652230951,-0.671886337,-0.471520097,-0.51585875
Sitting,24,-0.421926773,-0.193742253,0.222825184,-0.066001657,-0.127106122,-0.858721124,0.126270762,0.02388205,0.026380142,0.144852065,0.036093069,0.056563132,-0.634990508,-0.74895769,-0.802532468,-0.840693814,-0.742982832,-0.791701777,-0.867023044,-0.743647054,-0.553021947,-0.31603136,-0.22902804,0.232785218,0.207058168,0.131539957,0.01262,0.047975126,-0.010842804,0.003049692,-0.050064939,0.040064498,0.072106346,-0.036503098,-0.78568719,-0.663504224,-0.593851263,-0.672676427,-0.043140671,0.049800023,-0.145972023,-0.211687201,-0.258955736,-0.352722537,-0.466456236,-0.455182144,-0.731975724,-0.638939887,-0.621773589,-0.605640248,-0.720407001,-0.732209259,-0.97495098,-0.962961932,-0.95920306,-0.952034726,-0.949859484,-0.955132924,-0.953864912,-0.972294333,-0.953716762,-0.936241369,-0.90580783,-0.83590091,-0.596880094,-0.549172884
Standing,24,-0.168719142,0.045167952,0.1907612,-0.035660336,-0.129546856,-0.863351395,0.087137681,0.063934405,0.052543036,0.085896156,0.130204163,-0.001313994,-0.723060344,-0.829251492,-0.811693376,-0.842966139,-0.817249785,-0.591455504,-0.873249134,-0.607502494,-0.410347892,-0.259781477,0.060610554,0.288506104,0.094085023,0.000386476,0.007686083,-0.01003277,-0.058070646,-0.114572184,-0.0097443,-0.043975244,-0.050445795,-0.159404003,-0.560770301,-0.674370166,-0.58529016,-0.596795463,0.105559472,0.098900789,-0.338522022,-0.313021602,-0.441132975,-0.440793126,-0.460210663,-0.447275574,-0.637978456,-0.697385664,-0.691746768,-0.701009956,-0.764754688,-0.790671633,-0.95109542,-0.947603944,-0.960589252,-0.9766259,-0.952500527,-0.967568001,-0.970585365,-0.968244567,-0.968092995,-0.97191264,-0.793490107,-0.811081795,-0.662147954,-0.68040218
Laying,24,-0.467626976,-0.448983024,0.127207277,-0.114931834,-0.185761429,-0.684261609,0.03683469,0.061230603,0.036363539,0.160731873,0.128566513,0.047877742,-0.244808848,-0.654044216,-0.801332475,-0.890070828,-0.93673891,-0.872116925,-0.720715421,-0.604285902,-0.588318502,-0.38457697,-0.167259035,-0.017530573,0.060150289,0.150162232,0.137605819,0.005043679,0.070146012,0.038289697,0.037502733,0.00937978,0.024284334,0.016429651,-0.669286537,-0.63047508,-0.570075389,-0.777815645,-0.13378583,0.00272425,0.079777686,0.042949453,0.10894786,-0.123558266,-0.088641875,-0.261221348,-0.40419711,-0.43129398,-0.435091356,-0.601141586,-0.653897052,-0.746502644,-0.80565453,-0.824603984,-0.846905465,-0.855071888,-0.860899438,-0.893185137,-0.901059893,-0.921271136,-0.876168646,-0.846452857,-0.903278404,-0.903883005,-0.477452963,-0.431010108
Walking,25,-0.050928517,-0.031231705,0.208722978,-0.038378224,-0.08723883,-0.842836186,0.160224664,-0.029991964,-0.121630981,0.135217313,-0.025200368,-0.018402064,-0.903017322,-0.908942135,-0.825217119,-0.58909518,-0.500712332,-0.244884259,-0.949354074,-0.429236698,-0.025352168,0.3704768,0.749512818,0.852919206,0.089243187,0.103049401,0.07239171,0.043806171,0.033544392,-0.10700033,-0.021732632,-0.033463992,-0.103912768,-0.182418225,-0.86341235,-0.396900164,-0.88872429,-0.848335984,0.151244468,0.113313793,-0.061767454,-0.167888175,-0.359810509,-0.478510255,-0.595602138,-0.606652056,-0.732605308,-0.762252277,-0.899874665,-0.891903962,-0.93575186,-0.96682463,-0.99702177,-0.995529566,-0.992078214,-0.992475637,-0.992458754,-0.988387858,-0.996884084,-0.99667481,-0.982571965,-0.98712186,-0.902882402,-0.878268581,-0.315812572,-0.293700157
Walking Upstairs,25,-0.069338048,-0.189037102,0.199518545,-0.046685764,-0.103452187,-0.62039468,0.100981018,-0.007069621,-0.033142519,0.157132666,-0.081383493,-0.181333769,-0.969509015,-0.808408522,-0.801107116,-0.6705488,-0.55353327,-0.526234843,-0.67117145,-0.302799354,0.253721224,0.622899199,0.513642272,0.610687876,-0.035615909,-0.016531963,0.016591008,-0.033650847,-0.077897698,-0.09750456,-0.0320791,0.040123824,-0.040728929,-0.153797434,-0.628181416,-0.400586379,-0.7680312,-0.657831751,0.09332405,0.153057675,-0.070044113,-0.074480809,-0.093918606,-0.193876441,-0.288153142,-0.336882994,-0.364756499,-0.432985892,-0.529119356,-0.393232786,-0.60313101,-0.53748227,-0.891218035,-0.953541811,-0.933885112,-0.928334418,-0.925574046,-0.945937062,-0.882195071,-0.905994617,-0.872782498,-0.865235868,-0.751780687,-0.695395352,-0.493480344,-0.279147896
Walking downstairs,25,-0.180033108,-0.294956278,0.180928509,-0.115702302,-0.129288583,-0.628210673,0.076033294,-0.041227562,-0.118939631,0.19498537,-0.083974994,-0.182915871,-0.827325426,-0.888537536,-0.800250126,-0.669528912,-0.626693269,-0.42230885,-0.721877461,-0.406320097,-0.139419527,0.060617051,0.000413894,0.340146357,0.044759018,-0.018021,0.088047672,0.024213139,-0.075809264,-0.07344911,-0.011182155,0.056573572,-0.178109685,-0.120515504,-0.648413857,-0.530425632,-0.698962868,-0.804469449,0.153076514,0.080600127,0.001238629,-0.087758732,-0.130340714,-0.266274911,-0.349304045,-0.396596969,-0.566984692,-0.495233632,-0.649166945,-0.669111577,-0.683837478,-0.658895593,-0.931347252,-0.950428429,-0.962131661,-0.925272932,-0.951300398,-0.964280508,-0.905785771,-0.897287684,-0.952309931,-0.93553619,-0.809757604,-0.805612008,-0.432718467,-0.245508248
Sitting,25,-0.284244392,-0.353460759,0.082208943,-0.147320106,-0.132406258,-0.597166141,0.111849118,0.047754688,-0.045569818,0.07570487,0.112641915,-0.051472355,-0.754521003,-0.896040592,-0.810236487,-0.881618418,-0.707375987,-0.679272534,-0.659116841,-0.733545437,-0.474022241,-0.347360818,0.168088465,0.084194805,-0.053025152,-0.040013822,0.029580882,-0.041789703,-0.04077975,-0.035061029,-0.021861966,0.020062764,0.016558687,-0.080742612,-0.732409539,-0.764096719,-0.858609342,-0.748913664,0.146352393,0.258771073,0.044189898,-0.081979491,-0.136783778,-0.210302917,-0.281462531,-0.351556556,-0.397186609,-0.56866358,-0.567322678,-0.567166681,-0.633922612,-0.634176416,-0.915482047,-0.925757273,-0.908287981,-0.950184087,-0.936082838,-0.941418179,-0.940766078,-0.937420176,-0.945497619,-0.962872408,-0.863173915,-0.849840962,-0.44923957,-0.340474976
Standing,25,-0.138552372,-0.213060326,0.127976485,-0.028671442,-0.068411502,-0.556342345,0.197138963,-0.046345096,-0.065773357,0.199856917,-0.024541915,-0.089510536,-0.740809964,-0.889371056,-0.824136493,-0.843336834,-0.579975229,-0.425162345,-0.709690809,-0.553392897,-0.208871744,0.235025575,0.359109765,0.487053386,-0.018250315,0.015629192,0.028764465,0.015126492,-0.041842914,-0.12302744,0.073491405,-0.0116862,-0.196174772,-0.069922145,-0.692268724,-0.480294457,-0.745351639,-0.825878894,0.061408386,0.113287437,-0.143424521,-0.197129066,-0.272437068,-0.371757541,-0.344045233,-0.496333549,-0.513375712,-0.623205751,-0.487364731,-0.672051405,-0.555752815,-0.742996096,-0.922084915,-0.922182071,-0.94960026,-0.957218762,-0.914140198,-0.923982304,-0.926724624,-0.928777945,-0.908000363,-0.897061626,-0.775777698,-0.791923033,-0.466373474,-0.493238331
Laying,25,-0.197397348,-0.196404863,0.152305862,-0.078450073,-0.125655055,-0.667202808,0.014071027,-0.000894922,-0.059635609,-0.020265426,0.042216722,-0.059022285,-0.74217639,-0.841630552,-0.80149487,-0.58378833,-0.545958072,-0.379506113,-0.57579427,-0.442414646,-0.202757821,0.068306375,0.058098161,0.244565483,0.007107027,0.013778018,-0.031686375,-0.103910963,-0.118372639,-0.139624964,0.02276534,-0.066136,-0.163543572,-0.053348724,-0.719254961,-0.604888241,-0.675332363,-0.746617928,0.08749947,0.051731467,-0.085208904,-0.218738529,-0.123586283,-0.327617129,-0.235369861,-0.466619784,-0.472317254,-0.623041458,-0.632251961,-0.674007333,-0.794682708,-0.728040922,-0.905328008,-0.889692785,-0.864900481,-0.903532264,-0.898337639,-0.898660538,-0.916200801,-0.85539447,-0.907843652,-0.935399716,-0.809320191,-0.829574614,-0.341024797,-0.418640013
Walking,26,-0.214406208,-0.362280494,0.045802076,-0.132282683,-0.141169673,-0.204347319,-0.00985582,-0.139965239,-0.092907137,0.035840952,-0.106044311,-0.058461689,-0.412561929,-0.513187137,-0.661538866,-0.91373271,-0.758614673,-0.872105927,-0.292764553,-0.319854113,-0.271037086,-0.333133055,-0.326945164,-0.300365313,-0.051804239,-0.035314008,0.030296551,0.000904613,0.077769884,0.052064567,-0.036393611,-0.058181859,-0.035751375,-0.035950292,-0.440676015,-0.309592936,-0.478439194,-0.406076732,-0.186453014,0.133718365,0.14233082,0.064723368,-0.053653272,-0.047609256,0.086320411,-0.004987562,-0.351650342,-0.187005277,-0.263414928,-0.269594745,-0.250500114,-0.382584004,-0.597114895,-0.671778031,-0.711115289,-0.764635233,-0.713314203,-0.779868006,-0.679316795,-0.573929608,-0.757906145,-0.761198526,-0.608231237,-0.654750024,-0.557651713,-0.577203286
Walking Upstairs,26,-0.606442244,-0.130015945,0.168106681,-0.058320874,-0.137483067,-0.701862636,-0.031047921,-0.065433911,-0.162543005,0.015755831,-0.048917075,-0.143616912,-0.688020147,-0.697314529,-0.742621872,-0.566270608,-0.723077841,-0.602624143,-0.756649982,-0.414149199,-0.470509456,0.226664996,0.137941072,0.596052375,0.084045761,0.049585351,-0.033068397,-0.069210714,0.011520205,-0.13611975,-0.005255841,-0.11479315,-0.101996172,-0.080667526,-0.686617048,-0.312325923,-0.69850613,-0.550297994,0.00653234,0.038555809,-0.127328957,-0.327873337,-0.229951367,-0.371177133,-0.450746823,-0.436679664,-0.581831892,-0.59278341,-0.579933451,-0.786311432,-0.652474162,-0.791597088,-0.936619417,-0.777594158,-0.868142886,-0.857952081,-0.825882965,-0.843090407,-0.882623291,-0.893466929,-0.814678697,-0.768141281,-0.652526365,-0.678398941,-0.478672093,-0.565134956
Walking downstairs,26,-0.421306506,-0.388739462,-0.005925386,-0.134640818,-0.245152673,-0.309642048,-0.115167724,-0.079403205,-0.044174692,-0.033685998,-0.095072984,-0.089845107,-0.218246209,-0.300410127,-0.664647911,-0.73366061,-0.466070209,-0.666306644,-0.084472678,-0.174289779,-0.314951995,-0.201642442,-0.260318033,-0.163100818,0.006754539,0.017871223,0.071766962,0.057161073,-0.026964628,0.086266191,-0.194855768,-0.156385821,-0.102529454,-0.0519526,-0.363196352,-0.341983595,-0.331104848,-0.493072271,-0.146619962,-0.195531696,0.067521769,0.141926489,0.061031178,0.06262702,0.126062438,0.020833518,-0.234619529,-0.35022601,-0.238170855,-0.217944308,-0.315722618,-0.130940927,-0.569764599,-0.589231083,-0.520994356,-0.681673701,-0.51992685,-0.55958203,-0.428395736,-0.578748766,-0.767575046,-0.663701557,-0.491587485,-0.571226745,-0.628979927,-0.378657205
Sitting,26,-0.095220837,-0.089596803,0.137855219,-0.055306516,-0.0811962,-0.53215936,-0.022464274,0.075104743,0.088095765,0.007409446,0.06477133,0.001033681,-0.669983618,-0.746412825,-0.893029003,-0.89686908,-0.838052378,-0.761923959,-0.749930066,-0.711264658,-0.694796798,-0.546862528,0.012183934,0.323263284,0.071182224,-0.018387653,-0.056996154,-0.014322276,-0.053046626,-0.114682337,-0.00760354,0.01169125,-0.07411414,-0.090297015,-0.758242681,-0.67754347,-0.798387917,-0.667690554,0.028289468,0.166368747,-0.075390093,-0.108710706,-0.235999308,-0.319494821,-0.38515181,-0.468856847,-0.525473663,-0.557766671,-0.572935591,-0.543370908,-0.570485802,-0.646483896,-0.921112521,-0.926938637,-0.940740024,-0.943383265,-0.938826531,-0.947731956,-0.910443276,-0.925724789,-0.892642661,-0.89169112,-0.784893431,-0.765526229,-0.338986001,-0.291837488
Standing,26,0.039197523,0.120602352,0.218240234,-0.022236901,-0.105482639,-0.765999017,0.201639312,-0.072291456,0.055321852,0.173828138,0.004207463,-0.122912292,-0.789307516,-0.75666966,-0.79818579,-0.830573927,-0.729698266,-0.615877782,-0.907336972,-0.810983064,-0.572992304,-0.343826626,0.070544623,0.690646057,0.056921351,0.078431548,0.000918331,-0.009146954,-0.021227103,-0.002179967,0.012045435,-0.064891567,-0.193896762,-0.123605348,-0.910513917,-0.863719358,-0.893192224,-0.885251217,0.125365753,0.084588822,0.125185965,-0.071499347,-0.127500072,-0.26630781,-0.39459624,-0.510952903,-0.501789652,-0.594677633,-0.761981858,-0.733301711,-0.804046022,-0.854237278,-0.968235617,-0.970824653,-0.97792154,-0.980397674,-0.986888845,-0.984679795,-0.964728775,-0.94876092,-0.975596974,-0.956527789,-0.845704303,-0.839689213,-0.365281596,-0.31315046
Laying,26,-0.236464367,-0.293393012,0.086748772,-0.158460975,-0.169185285,-0.579051164,-0.001611968,-0.022170101,0.136737352,0.031775242,0.067580815,0.071793747,-0.418405997,-0.801897641,-0.634379181,-0.937213133,-0.85350526,-0.79833336,-0.686984038,-0.588924864,-0.548173388,0.03393544,0.148000904,0.114734715,0.05626463,0.020975256,0.107157475,0.039734386,-0.082791706,-0.038197632,0.060864077,0.001648574,-0.152804132,-0.032213753,-0.67456068,-0.576123251,-0.673134005,-0.547348781,0.023209519,0.155531335,0.034070766,0.001654817,-0.100809704,-0.146000283,-0.227462305,-0.293446214,-0.254361914,-0.395924399,-0.431889286,-0.590287125,-0.562415562,-0.550358962,-0.8947631,-0.86559777,-0.895681345,-0.907222739,-0.888061103,-0.860426669,-0.842793035,-0.873690296,-0.839946393,-0.863013301,-0.848862378,-0.85626539,-0.540959019,-0.486965112
Walking,27,0.004686842,-0.544193594,0.229203624,-0.033022319,-0.127345978,-0.852734076,0.054215272,0.038085932,0.059934021,0.141902147,0.058898147,-0.001249768,-0.653630272,-0.910503701,-0.922297372,-0.835766076,-0.723163553,-0.470038523,-0.808737099,-0.754203988,-0.573569441,-0.274836429,-0.188339152,0.062380181,0.037250289,-0.036520203,-0.03340219,-0.129642053,-0.253630406,-0.23769649,0.039693426,-0.011786484,-0.078890964,-0.105070586,-0.795403349,-0.734962691,-0.847606942,-0.7510378,0.073167363,0.014209358,-0.238134972,-0.295853386,-0.355788426,-0.408564181,-0.469376612,-0.570614727,-0.742129507,-0.735139614,-0.800222905,-0.815206116,-0.897358708,-0.899873538,-0.990393423,-0.989451516,-0.989250109,-0.98738513,-0.987032737,-0.985607997,-0.985470087,-0.989476805,-0.968133366,-0.954941793,-0.867180512,-0.782923908,-0.651910035,-0.634621399
Walking Upstairs,27,-0.358089756,-0.380173397,0.237027166,-0.047988079,-0.158577045,-0.807353416,0.119943345,-0.001557039,0.127773352,0.103685577,0.058932102,0.020719575,-0.720079527,-0.795818453,-0.844402184,-0.77254261,-0.515524414,-0.529099937,-0.711131875,-0.561149008,-0.228278105,0.193730971,0.315662944,0.167426755,0.133872374,0.074259708,0.082408063,-0.049546612,0.048915142,-0.031916848,-0.033262361,-0.011727876,0.066030223,0.103479387,-0.777901448,-0.82934761,-0.838815329,-0.908635266,0.104846959,0.057094191,-0.060376397,-0.01959644,-0.10012502,-0.10969941,-0.42670845,-0.336129272,-0.455032675,-0.378910922,-0.574914838,-0.643233133,-0.795139879,-0.748658153,-0.912060479,-0.939968636,-0.940966248,-0.936955963,-0.892860922,-0.951541334,-0.935286845,-0.94503881,-0.912077361,-0.907645143,-0.893177893,-0.85544313,-0.470691429,-0.362784295
Walking downstairs,27,-0.126393683,-0.176406545,0.208045353,0.001352063,-0.077246809,-0.884878576,0.080171372,-0.036511426,0.056903851,0.123577684,0.012358511,0.085768588,-0.830623593,-0.826742909,-0.908565655,-0.9267726,-0.736228113,-0.646037559,-0.920411399,-0.715981324,-0.60510952,-0.35722481,-0.004957241,0.591942341,0.105193937,0.001902133,0.028960294,0.029429074,-0.006536855,-0.136110315,0.022920225,0.037903465,-0.198452364,-0.164260229,-0.658740481,-0.708199276,-0.669464664,-0.799763444,0.085691785,0.131664987,-0.232400009,-0.376552535,-0.318373182,-0.430515033,-0.528616471,-0.523458601,-0.703513126,-0.687011981,-0.655366237,-0.729538694,-0.808827495,-0.882255455,-0.994216975,-0.994122543,-0.994317827,-0.993986942,-0.993273029,-0.992327903,-0.994229927,-0.992949727,-0.98625049,-0.982495336,-0.867990245,-0.830155162,-0.510700504,-0.584864556
Sitting,27,-0.355822105,-0.118132708,0.13481942,-0.120603907,-0.109376001,-0.480853907,0.099391588,0.081882905,0.049946582,0.083990046,0.036615726,-0.085328639,-0.461887414,-0.592184934,-0.539165286,-0.593913265,-0.338476044,-0.370008739,-0.546882965,-0.163125573,-0.021591729,0.12987107,0.163132361,0.365585555,0.086834649,-0.011827438,0.116309338,0.022385007,-0.002049142,-0.02628725,0.07142519,0.094581288,-0.061949719,-0.00060146,-0.529896103,-0.326088473,-0.555551431,-0.492909454,0.023411752,0.03660201,-0.110816637,-0.014620102,-0.237140746,-0.270477087,-0.335451378,-0.451535604,-0.49149598,-0.496161232,-0.552019493,-0.599493273,-0.539356841,-0.611502829,-0.725826005,-0.684737544,-0.734078903,-0.706697673,-0.772670288,-0.678984528,-0.729492092,-0.743917839,-0.77727252,-0.716579113,-0.69362429,-0.707753442,-0.473075077,-0.465055198
Standing,27,-0.648894971,-0.487662865,-0.159732808,-0.271836655,-0.305550119,-0.331295978,-0.064279057,-0.030852086,-0.021526509,-0.140711699,-0.145473973,-0.015979321,-0.149647568,-0.165796901,-0.24105645,-0.458807473,-0.405782388,-0.385012695,0.020795246,0.036121194,-0.018799701,-0.064040744,-0.119019906,0.010211016,-0.050932525,-0.051209193,0.091309476,-0.014253843,0.047148597,0.038779371,0.058816515,0.046231949,-0.001043353,-0.003473279,-0.0392186,-0.030067034,-0.014511644,-0.032317373,0.08855043,0.150660697,-2.96E-05,-0.16539912,0.012590249,0.020690149,-0.038538795,-0.010901346,0.019465276,0.022862156,-0.149848092,-0.122680158,-0.106531965,-0.027000018,-0.459361751,-0.3949508,-0.318208014,-0.411380125,-0.369934248,-0.245251955,-0.495784296,-0.362910772,-0.421702726,-0.348688119,-0.255938924,-0.435845268,-0.329166799,-0.416135704
Laying,27,-0.209392947,-0.299582748,0.158035933,-0.07343048,-0.144855177,-0.546919549,0.010214818,-0.046706177,-0.023083239,-0.054971929,-0.050537863,-0.133245333,-0.353950679,-0.451229812,-0.653881209,-0.769819899,-0.643566112,-0.474270193,-0.634445856,-0.599845446,-0.528992004,-0.368469688,-0.098284691,0.23003901,0.00883182,0.102304876,0.006802151,0.006029958,-0.088830281,-0.150072647,-0.043272579,-0.071623377,0.057417834,-0.023341604,-0.436366779,-0.537597353,-0.527373868,-0.602031974,-0.09433628,-0.007351572,-0.149683281,-0.223973562,-0.184670675,-0.26331942,-0.413501676,-0.358657041,-0.466368841,-0.561963645,-0.534236043,-0.637676501,-0.644597723,-0.707233549,-0.767743499,-0.749893688,-0.812546546,-0.801538321,-0.807208352,-0.821924699,-0.78131768,-0.803429055,-0.818006886,-0.804427471,-0.713377435,-0.707297148,-0.534220717,-0.456830273
Walking,28,-0.578796348,-0.140528489,0.191382985,-0.03446441,-0.172187069,-0.671990939,-0.03105972,0.013317251,-0.027647858,-0.063154886,-0.022734821,-0.091932884,-0.566507529,-0.641259737,-0.510951246,-0.486519847,-0.486784899,-0.55683552,-0.4336215,-0.128063125,0.121195225,0.207215479,0.24235679,-0.066206441,0.040774314,-0.103427238,-0.045420197,-0.14464215,-0.246735807,-0.369068863,0.046401939,0.048413504,-0.105782283,-0.253134094,-0.278623884,-0.170919008,-0.527873895,-0.3665357,-0.014337251,0.02083501,-0.302089485,-0.414513923,-0.484772684,-0.601486533,-0.538267571,-0.575345499,-0.668895482,-0.658685829,-0.745187314,-0.661859318,-0.764501545,-0.689637433,-0.871079716,-0.81496534,-0.851747482,-0.81055183,-0.871059727,-0.831384025,-0.829549175,-0.826527596,-0.830669779,-0.853980489,-0.714630174,-0.655455408,-0.666368729,-0.638793511
Walking Upstairs,28,-0.402689771,-0.207622978,0.081877612,-0.133797879,-0.197228426,-0.476690003,0.103686633,-9.18E-05,-0.041638011,0.156460409,0.023953492,-0.103011118,-0.828904117,-0.597277919,-0.61985241,-0.658609647,-0.807891671,-0.642214326,-0.467027121,-0.251299519,0.02318085,0.128259388,0.462798001,0.01651294,0.005167525,0.017421453,-0.111732554,-0.090135233,-0.056377747,-0.34728605,0.111529511,0.017844117,-0.156440953,0.038635443,-0.424134596,-0.263804911,-0.575240241,-0.451979993,0.113475249,0.138028207,-0.174940273,-0.211279086,-0.400176327,-0.416669843,-0.442770648,-0.496793841,-0.648957805,-0.459337107,-0.576079421,-0.573974581,-0.575966366,-0.539265099,-0.883227019,-0.920689824,-0.84304971,-0.849714016,-0.89245144,-0.899476032,-0.857268484,-0.853652755,-0.855835944,-0.850408632,-0.729699539,-0.776416202,-0.17110554,-0.189792931
Walking downstairs,28,-0.364528697,-0.371396022,0.14019629,-0.044288763,-0.100551026,-0.633325448,0.056822235,0.035343574,-0.062522704,0.066669319,0.007978734,-0.121188094,-0.715225093,-0.724183822,-0.560271381,-0.656092599,-0.73519567,-0.55507625,-0.696611135,-0.289661295,0.198509504,0.404214844,0.413478615,0.37900793,-0.08740274,0.071002185,-0.162375441,-0.234958376,-0.277980237,-0.554522641,-0.116399859,-0.015038571,-0.146458435,-0.062329513,-0.365080252,-0.156253949,-0.606960113,-0.464418952,-0.099325665,0.032822238,-0.235699608,-0.380889017,-0.500768744,-0.708096556,-0.524809275,-0.626299486,-0.673691932,-0.600377753,-0.752152989,-0.639822993,-0.731424789,-0.675022241,-0.876324282,-0.897179389,-0.878502777,-0.929401711,-0.901735629,-0.916017244,-0.869800547,-0.922018426,-0.890996727,-0.897034713,-0.783956126,-0.677745104,-0.59079247,-0.536007579
Sitting,28,-0.30117918,-0.210600096,0.22557648,-0.03050549,-0.117187866,-0.884911596,0.153413607,-0.030261616,0.058644021,0.073512786,0.002772267,0.03067094,-0.895432768,-0.805426352,-0.786666478,-0.735991155,-0.747857183,-0.375807586,-0.782282724,-0.573864736,-0.09748164,0.461850591,0.620595745,0.581890011,-0.004989659,-0.004412175,-0.149690219,-0.06096555,-0.230267512,-0.211621957,-0.00872353,-0.065434015,-0.242106484,-0.192059341,-0.478194331,-0.221519015,-0.731280806,-0.66726541,0.043002144,-0.000797405,-0.460158857,-0.54653601,-0.637665932,-0.74227734,-0.660786153,-0.717658916,-0.766784691,-0.887961199,-0.869086746,-0.886782705,-0.923381399,-0.889338271,-0.975569893,-0.978283941,-0.97645055,-0.973344832,-0.980997233,-0.979444256,-0.972487402,-0.981829299,-0.932592453,-0.951103517,-0.734919993,-0.726940157,-0.666674595,-0.644012429
